Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.387755102040817	10.06066563004739	-inf	49	0.982	0.0005	2.2906064987182618e-05
2000	22.177777777777777	11.660548660407382	-inf	90	0.964	0.0005	0.00017405940426720514
3000	23.04	10.992652091283523	23.04	134	0.946	0.0005	0.00029419263203938804
4000	20.9	10.947602477255007	23.52	185	0.9279999999999999	0.0005	0.0004243775208791097
5000	20.74	11.600534470445748	23.52	232	0.91	0.0005	0.0005516948964860704
6000	22.63	12.25043264542114	23.52	269	0.892	0.0005	0.0006758422321743435
7000	25.07	13.872458325761878	25.87	309	0.874	0.0005	0.0008047727081510756
8000	25.67	15.576299303749913	27.1	346	0.856	0.0005	0.0009276577499177721
9000	25.59	17.592097657755314	27.1	386	0.838	0.0005	0.0010568044583002727
10000	25.61	18.299669395920787	27.1	421	0.82	0.0005	0.0011863658163282606
11000	28.21	20.632641614684243	28.21	455	0.802	0.0005	0.0013198705514272054
12000	29.94	19.661037612496447	29.94	485	0.784	0.0005	0.0014485904905531142
13000	33.73	22.29522594637695	33.73	510	0.766	0.0005	0.0015824966960483128
14000	38.43	25.84463387243085	38.65	527	0.748	0.0005	0.0017042977280086941
15000	41.32	26.906831846205904	41.78	550	0.73	0.0005	0.0018337257703145344
16000	44.13	29.344728657801557	44.38	573	0.712	0.0005	0.001971316337585449
17000	47.65	31.441811334590756	47.65	592	0.694	0.0005	0.00210743871000078
18000	50.02	32.00624314098735	50.02	610	0.6759999999999999	0.0005	0.0022394545210732354
19000	50.15	32.458704533607005	50.96	627	0.6579999999999999	0.0005	0.002378030154440138
20000	52.5	33.53639813694965	52.5	643	0.6399999999999999	0.0005	0.0025152865383360123
21000	58.17	39.347694976961485	58.17	653	0.622	0.0005	0.0026583461629019842
22000	61.7	40.0158718510543	61.7	667	0.604	0.0005	0.002798010508219401
23000	68.09	40.88889702596538	68.09	678	0.586	0.0005	0.0029439250628153484
24000	73.1	43.89453268916301	73.1	687	0.5680000000000001	0.0005	0.0030817244450251262
25000	78.65	48.50203603973755	78.65	694	0.55	0.0005	0.003232512805196974
26000	83.25	51.525600433182724	83.5	706	0.532	0.0005	0.0033746220668156943
27000	86.61	52.91084860404339	86.61	715	0.514	0.0005	0.003530501921971639
28000	91.24	54.89628767047913	91.24	722	0.4959999999999999	0.0005	0.0036767659584681193
29000	97.53	57.50416593604328	97.53	729	0.478	0.0005	0.0038279356559117635
30000	103.77	60.260078825039706	103.77	735	0.45999999999999996	0.0005	0.0039705093039406674
31000	111.33	60.429141148952304	111.33	741	0.44199999999999995	0.0005	0.004123489724265204
32000	116.2	61.03425267831171	116.2	747	0.42399999999999993	0.0005	0.0042785213390986124
33000	121.0	62.88624650907383	121.0	752	0.4059999999999999	0.0005	0.004435054593616062
34000	126.56	62.63023550969611	126.56	758	0.3879999999999999	0.0005	0.004591858055856493
35000	132.12	62.354675847124724	132.12	763	0.37	0.0005	0.0047403298483954534
36000	137.75	62.147465756859305	137.75	769	0.352	0.0005	0.004911122454537286
37000	142.23	62.25204494633089	142.23	776	0.33399999999999996	0.0005	0.0050645997789171004
38000	146.15	61.41113498381218	146.15	781	0.31599999999999995	0.0005	0.0052225630813174774
39000	150.48	61.243527004900685	150.48	786	0.29799999999999993	0.0005	0.0053760762347115415
40000	154.11	60.43143139128842	154.11	791	0.2799999999999999	0.0005	0.005539521442519294
41000	157.63	59.26915808411656	157.63	796	0.262	0.0005	0.005702632003360324
42000	164.37	54.67753743540395	164.37	801	0.244	0.0005	0.005858771867222256
43000	169.1	51.67136537774089	169.1	806	0.22599999999999998	0.0005	0.006034738222757976
44000	174.6	46.12721539395154	174.6	811	0.20799999999999996	0.0005	0.006204240851932102
45000	177.89	44.07309723629597	177.89	816	0.18999999999999995	0.0005	0.006368077794710795
46000	181.64	40.071316424594784	181.64	822	0.17199999999999993	0.0005	0.006541248162587484
47000	183.13	38.654276606864606	183.13	827	0.15400000000000003	0.0005	0.006705358955595229
48000	186.63	33.26489290528379	186.63	832	0.136	0.0005	0.006870157917340597
49000	187.64	32.4833865229597	187.64	837	0.118	0.0005	0.007039083374871148
50000	188.4	32.266391183397005	188.4	842	0.1	0.0005	0.007206850449244182
51000	190.82	28.92728124107069	190.82	847	0.0984	0.0005	0.007372237973743015
52000	190.58	28.90023529315981	190.82	852	0.09680000000000001	0.0005	0.0075381304158104795
53000	192.24	26.519472091276622	192.24	857	0.0952	0.0005	0.007710489167107476
54000	192.98	25.679945482808183	192.98	862	0.0936	0.0005	0.00786996947394477
55000	194.17	23.089848418731542	194.17	867	0.092	0.0005	0.008034171263376872
56000	196.94	11.185544242458656	196.94	872	0.09040000000000001	0.0005	0.008195251888699002
57000	197.5	9.368564457802487	197.57	877	0.0888	0.0005	0.008361869321929083
58000	198.03	7.929003720518739	198.14	882	0.0872	0.0005	0.008529408640331693
59000	198.03	7.92900372051874	198.14	887	0.08560000000000001	0.0005	0.008699289825227526
60000	197.73	8.131242217521256	198.14	892	0.084	0.0005	0.008865899907218085
61000	197.64	8.1553908551338	198.14	897	0.0824	0.0005	0.009034408397144741
62000	197.15	8.857059331403399	198.14	902	0.08080000000000001	0.0005	0.00919665985637241
63000	197.15	8.857059331403399	198.14	907	0.0792	0.0005	0.009368376003371344
64000	197.75	6.333048239197298	198.14	913	0.0776	0.0005	0.009540309442414178
65000	196.91	8.313958142786142	198.14	918	0.07600000000000001	0.0005	0.00970816539393531
66000	196.9	8.275868534480233	198.14	923	0.07440000000000001	0.0005	0.009892752038107978
67000	196.61	8.66128743317066	198.14	928	0.0728	0.0005	0.010058035055796305
68000	196.2	10.68363234110946	198.14	934	0.07120000000000001	0.0005	0.010224278304311964
69000	195.93	10.806715504722051	198.14	939	0.06960000000000001	0.0005	0.010402925478087532
70000	194.9	12.666096478394596	198.14	944	0.068	0.0005	0.010585762394799126
71000	194.25	13.58556218932437	198.14	950	0.06640000000000001	0.0005	0.010756864150365194
72000	193.59	14.179629755392066	198.14	955	0.0648	0.0005	0.010917560325728522
73000	193.16	14.297356398999082	198.14	960	0.0632	0.0005	0.011091366873847115
74000	191.66	15.949432591788337	198.14	966	0.06160000000000001	0.0005	0.01126438127623664
75000	189.71	17.93839178967836	198.14	972	0.060000000000000005	0.0005	0.011426103115081788
76000	185.27	26.890464852806094	198.14	979	0.0584	0.0005	0.011589383085568747
77000	182.09	28.378194093352736	198.14	986	0.0568	0.0005	0.011758251057730781
