Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
76000	194.84	13.42811974924263	198.47	970	0.0584	0.0005	0.011580813195970324
77000	194.51	13.588594482138319	198.47	976	0.0568	0.0005	0.0117473656601376
78000	194.59	13.585356086610318	198.47	981	0.0552	0.0005	0.011918426884545221
79000	194.19	13.681882180460404	198.47	986	0.05360000000000001	0.0005	0.01208867675728268
80000	187.06	34.59474526571919	198.47	995	0.052000000000000005	0.0005	0.01225278874238332
81000	186.62	34.642684653473374	198.47	1000	0.05040000000000001	0.0005	0.012430231504970126
82000	169.48	58.91527475960712	198.47	1014	0.0488	0.0005	0.012597075435850355
83000	167.33	58.81514345812651	198.47	1020	0.0472	0.0005	0.012773183120621576
84000	165.81	58.89443012713512	198.47	1026	0.0456	0.0005	0.012943609688017103
85000	164.83	58.66550178767757	198.47	1032	0.04400000000000001	0.0005	0.013114319112565782
86000	161.99	58.345093195572154	198.47	1038	0.04240000000000001	0.0005	0.013282884359359742
87000	160.7	57.95006471092159	198.47	1044	0.0408	0.0005	0.013455108404159546
88000	158.7	57.5948782445106	198.47	1050	0.039200000000000006	0.0005	0.01363104157977634
89000	155.11	58.42258039491238	198.47	1057	0.0376	0.0005	0.013795934650633071
90000	154.35	58.126994589433224	198.47	1063	0.036000000000000004	0.0005	0.013968334860271877
91000	153.9	57.98715374977462	198.47	1068	0.034400000000000014	0.0005	0.014137848085827298
92000	152.97	57.50086173267319	198.47	1074	0.03280000000000001	0.0005	0.014309225545989143
93000	151.76	57.110090176780496	198.47	1080	0.031200000000000006	0.0005	0.014469601313273113
94000	150.97	56.83088156979442	198.47	1085	0.0296	0.0005	0.014649566610654195
95000	155.92	51.615439550584085	198.47	1091	0.027999999999999997	0.0005	0.01481197840637631
96000	155.45	51.65469484954876	198.47	1097	0.026400000000000007	0.0005	0.01498211661974589
97000	158.65	47.08744524817629	198.47	1103	0.024800000000000003	0.0005	0.015161414874924554
98000	159.97	44.881500643360845	198.47	1114	0.023200000000000012	0.0005	0.015330939160452948
99000	160.82	44.836230885300786	198.47	1120	0.021600000000000008	0.0005	0.015501474936803181
100000	160.45	46.063733022845646	198.47	1126	0.02	0.0005	0.015666237937079535
