Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	21.608695652173914	13.094104649022256	-inf	46	0.982	0.0005	2.3951927820841473e-05
2000	22.46590909090909	12.864635160389017	-inf	88	0.964	0.0005	0.00017905765109592014
3000	21.48	10.497123415488645	22.64	137	0.946	0.0005	0.0003045920530954997
4000	23.17	12.554724210431706	24.38	176	0.9279999999999999	0.0005	0.00045683085918426516
5000	23.15	14.594776462830803	24.38	222	0.91	0.0005	0.0005910850895775689
6000	22.85	13.861006456964084	24.38	263	0.892	0.0005	0.0007500307427512274
7000	22.93	10.781702091970452	24.38	308	0.874	0.0005	0.000980392363336351
8000	23.42	11.126706610673258	24.38	350	0.856	0.0005	0.0011839289797676935
9000	23.31	11.856386464686446	24.38	391	0.838	0.0005	0.0013687223196029662
10000	24.79	13.121962505662024	24.83	428	0.82	0.0005	0.0015233368343777127
11000	26.56	15.094581809377825	26.56	464	0.802	0.0005	0.0016848607858022055
12000	29.34	18.12910367337558	29.42	491	0.784	0.0005	0.0018389225668377347
13000	32.04	21.26025399660126	32.71	521	0.766	0.0005	0.0020944020483228895
14000	34.52	22.149708801697596	34.87	546	0.748	0.0005	0.0024594267209370932
15000	39.24	25.90178372236167	39.24	567	0.73	0.0005	0.002849617666668362
16000	42.3	30.72279284179744	42.57	587	0.712	0.0005	0.0034134040938483346
17000	42.94	30.882299137208026	43.19	610	0.694	0.0005	0.0038281097014745075
18000	46.69	34.3370630660224	46.7	629	0.6759999999999999	0.0005	0.004157418409983317
19000	50.99	37.091641915666116	50.99	643	0.6579999999999999	0.0005	0.0043431617154015435
20000	52.58	37.652139381448166	53.6	661	0.6399999999999999	0.0005	0.004505818287531535
21000	57.24	40.68467033171093	57.3	672	0.622	0.0005	0.004695522983868917
22000	62.34	46.537988783358486	62.34	682	0.604	0.0005	0.004863456686337789
23000	66.56	47.5574011064524	66.56	692	0.586	0.0005	0.0050480752521091035
24000	73.22	49.62289390996861	73.22	704	0.5680000000000001	0.0005	0.005226546592182584
25000	75.61	52.5419632294036	76.61	716	0.55	0.0005	0.005450367397732205
26000	81.23	56.439145103376624	81.96	725	0.532	0.0005	0.005628325740496318
27000	88.06	60.017467457399434	88.06	732	0.514	0.0005	0.00585209416018592
28000	91.74	62.284768603567926	92.16	739	0.4959999999999999	0.0005	0.006038667824533251
29000	96.92	64.03275411849782	96.92	747	0.478	0.0005	0.006259892715348138
30000	102.75	65.81221391200877	102.75	754	0.45999999999999996	0.0005	0.006429702639579773
31000	108.74	64.99501827063364	108.74	761	0.44199999999999995	0.0005	0.006595678197013007
32000	113.3	66.78091044602492	113.3	769	0.42399999999999993	0.0005	0.006776640282736884
33000	118.77	67.29737810643147	118.77	775	0.4059999999999999	0.0005	0.006962738765610589
34000	122.73	67.42311992187844	122.73	780	0.3879999999999999	0.0005	0.00718960894478692
35000	127.71	68.37138217119791	127.71	785	0.37	0.0005	0.0074013962348302206
36000	131.56	69.38433829042403	131.56	791	0.352	0.0005	0.007621942294968499
37000	137.48	69.38306421598863	137.48	796	0.33399999999999996	0.0005	0.007809364795684814
38000	141.78	68.79848544844573	141.78	801	0.31599999999999995	0.0005	0.007986913323402406
39000	148.26	67.24561249628111	148.26	806	0.29799999999999993	0.0005	0.008163142866558499
40000	152.35	65.27378876700817	152.35	811	0.2799999999999999	0.0005	0.008343022598160638
41000	160.5	60.300829181695335	160.5	816	0.262	0.0005	0.008543186055289375
42000	164.48	57.36400962275912	164.48	821	0.244	0.0005	0.00872806747754415
43000	167.68	55.5054736039609	167.68	826	0.22599999999999998	0.0005	0.008909099565611945
44000	171.29	53.4273890434485	171.29	831	0.20799999999999996	0.0005	0.009096248282326592
45000	173.66	51.546720555239986	173.66	836	0.18999999999999995	0.0005	0.009308611684375339
46000	177.26	49.290489954959874	177.26	841	0.17199999999999993	0.0005	0.009507667554749383
47000	180.2	46.5536249931195	180.2	846	0.15400000000000003	0.0005	0.009709761473867628
48000	183.03	44.129458414986246	183.03	851	0.136	0.0005	0.00991071985827552
49000	187.58	38.41853198652963	187.58	856	0.118	0.0005	0.01014401098092397
50000	190.46	35.186196157015885	190.46	861	0.1	0.0005	0.010340631670422025
51000	194.98	25.630442836595712	194.98	866	0.0984	0.0005	0.01057896461751726
52000	196.04	23.538869981373363	196.04	871	0.09680000000000001	0.0005	0.010785378813743592
53000	197.63	17.644633745136225	197.63	876	0.0952	0.0005	0.011195087101724413
54000	197.79	17.60130392897071	197.79	881	0.0936	0.0005	0.011473635898696051
55000	197.85	17.598508459525775	197.85	886	0.092	0.0005	0.011934386028183832
56000	199.57	2.8257919243992475	199.6	891	0.09040000000000001	0.0005	0.012371414634916518
57000	199.57	2.8257919243992475	199.6	896	0.0888	0.0005	0.01268781754705641
58000	199.59	2.8498947348981156	199.71	901	0.0872	0.0005	0.012890448172887167
59000	199.59	2.8498947348981156	199.71	906	0.08560000000000001	0.0005	0.013311668104595609
60000	199.45	3.0079062485390065	199.71	911	0.084	0.0005	0.013544111318058438
61000	199.45	3.0079062485390065	199.71	916	0.0824	0.0005	0.013730528089735242
62000	198.78	7.263029670874269	199.71	922	0.08080000000000001	0.0005	0.01400725265343984
63000	198.55	7.578093427769283	199.71	927	0.0792	0.0005	0.01422852357228597
64000	198.32	7.8203324737507165	199.71	932	0.0776	0.0005	0.014527723060713874
65000	198.14	7.985010958038819	199.71	937	0.07600000000000001	0.0005	0.014956683913866679
66000	198.06	7.997274535740286	199.71	942	0.07440000000000001	0.0005	0.015162685712178547
67000	198.06	7.997274535740286	199.71	947	0.0728	0.0005	0.015353309048546685
68000	198.02	7.997474601397619	199.71	952	0.07120000000000001	0.0005	0.015540104508399964
69000	198.02	7.997474601397618	199.71	957	0.06960000000000001	0.0005	0.015725236336390176
70000	198.02	7.997474601397619	199.71	962	0.068	0.0005	0.01590648161040412
71000	197.93	8.025278811356024	199.71	967	0.06640000000000001	0.0005	0.016097220910920036
72000	197.68	8.123890693503947	199.71	972	0.0648	0.0005	0.016283247470855713
73000	197.68	8.123890693503949	199.71	977	0.0632	0.0005	0.016469424035814074
74000	195.64	20.466323558470386	199.71	983	0.06160000000000001	0.0005	0.016660062273343403
