Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
31000	111.22	63.75211055329855	111.22	711	0.44199999999999995	0.0005	0.005977657106187608
32000	115.11	64.76509785370513	115.11	717	0.42399999999999993	0.0005	0.006142914162741767
33000	119.96	66.15178304475246	119.96	722	0.4059999999999999	0.0005	0.006304865876833598
34000	125.05	65.90058800951628	125.17	728	0.3879999999999999	0.0005	0.0064708117643992105
35000	128.61	66.93398165356668	128.61	734	0.37	0.0005	0.006639795568254259
36000	134.34	66.73652972697937	134.34	739	0.352	0.0005	0.006804043253262838
37000	141.07	65.92529939257007	141.07	744	0.33399999999999996	0.0005	0.006983723772896661
38000	145.91	63.50151100564459	145.91	750	0.31599999999999995	0.0005	0.007160008351008097
39000	151.2	62.825790882407524	151.2	755	0.29799999999999993	0.0005	0.0073385850588480635
40000	159.55	57.28374551301618	159.55	760	0.2799999999999999	0.0005	0.007517892254723443
41000	163.66	54.94510351250601	163.66	765	0.262	0.0005	0.00768607152832879
42000	169.78	49.456360561610275	169.78	770	0.244	0.0005	0.00785740163591173
43000	170.68	49.16642757004011	171.14	775	0.22599999999999998	0.0005	0.008028158744176228
44000	174.43	46.07759867875061	174.43	780	0.20799999999999996	0.0005	0.008196559151013692
45000	176.45	44.91622757979571	176.45	785	0.18999999999999995	0.0005	0.008377410769462586
46000	181.09	41.05876154975938	181.09	790	0.17199999999999993	0.0005	0.008553882903522915
47000	181.7	40.88165847907837	181.7	795	0.15400000000000003	0.0005	0.00873396098613739
48000	186.35	32.97131328897894	186.35	800	0.136	0.0005	0.008916438751750522
49000	190.13	28.784598312291937	190.13	805	0.118	0.0005	0.009091421167055766
50000	191.74	27.45637266646852	191.74	810	0.1	0.0005	0.009274527496761746
51000	192.14	27.281869437412087	192.14	815	0.0984	0.0005	0.009458696908420987
52000	192.95	26.59562934017542	192.95	820	0.09680000000000001	0.0005	0.009639224873648749
53000	194.65	20.96204904106466	194.65	825	0.0952	0.0005	0.009822926123936971
54000	195.9	17.946866021676325	195.9	830	0.0936	0.0005	0.010003030035230849
55000	196.3	17.584368058022438	196.3	835	0.092	0.0005	0.010182829962836372
56000	197.03	16.148965911165956	197.03	840	0.09040000000000001	0.0005	0.010366989837752447
57000	197.03	16.148965911165956	197.03	845	0.0888	0.0005	0.010543269117673238
58000	199.54	4.576942210690453	199.54	850	0.0872	0.0005	0.010739443898200989
59000	199.54	4.576942210690453	199.54	855	0.08560000000000001	0.0005	0.010930729773309496
60000	199.08	6.3018727375281065	199.54	861	0.084	0.0005	0.011122920049561395
61000	199.08	6.301872737528106	199.54	866	0.0824	0.0005	0.011302531626489427
62000	199.08	6.301872737528106	199.54	871	0.08080000000000001	0.0005	0.011485264168845283
63000	199.54	4.380456597205365	199.54	876	0.0792	0.0005	0.011666765477922227
64000	199.54	4.380456597205365	199.54	881	0.0776	0.0005	0.011846293475892809
65000	199.54	4.380456597205365	199.54	886	0.07600000000000001	0.0005	0.012036262485716077
66000	199.5	4.3943145085439665	199.54	891	0.07440000000000001	0.0005	0.012228811648156908
67000	199.5	4.3943145085439665	199.54	896	0.0728	0.0005	0.01241340802775489
68000	199.44	4.427911471563088	199.54	901	0.07120000000000001	0.0005	0.012605226635932922
69000	199.44	4.427911471563088	199.54	906	0.06960000000000001	0.0005	0.012793264190355936
70000	199.44	4.427911471563088	199.54	911	0.068	0.0005	0.012976536684566074
71000	199.44	4.427911471563088	199.54	916	0.06640000000000001	0.0005	0.013172112703323365
72000	199.44	4.427911471563088	199.54	921	0.0648	0.0005	0.013360507554478115
73000	199.44	4.427911471563088	199.54	926	0.0632	0.0005	0.013546824322806465
74000	199.44	4.427911471563088	199.54	931	0.06160000000000001	0.0005	0.013738100661171808
75000	199.44	4.427911471563088	199.54	936	0.060000000000000005	0.0005	0.013932351536220975
76000	199.44	4.427911471563088	199.54	941	0.0584	0.0005	0.014129582709736294
77000	199.44	4.427911471563088	199.54	946	0.0568	0.0005	0.014319903188281588
78000	199.44	4.427911471563088	199.54	951	0.0552	0.0005	0.014509330126974317
79000	199.44	4.427911471563088	199.54	956	0.05360000000000001	0.0005	0.014693445563316344
80000	199.9	0.7141428428542849	199.9	961	0.052000000000000005	0.0005	0.014872431092792087
81000	199.9	0.7141428428542849	199.9	966	0.05040000000000001	0.0005	0.015056156913439433
82000	185.43	48.55002677651167	199.9	978	0.0488	0.0005	0.015251938435766431
83000	185.42	48.54712761842867	199.9	983	0.0472	0.0005	0.015444311433368258
84000	183.93	50.33055831202352	199.9	989	0.0456	0.0005	0.015639008084932963
85000	183.93	50.33055831202352	199.9	994	0.04400000000000001	0.0005	0.01584099041091071
86000	182.36	52.05122861182049	199.9	1000	0.04240000000000001	0.0005	0.016035200688574048
87000	182.18	52.01487864063512	199.9	1005	0.0408	0.0005	0.016227331360181174
88000	181.97	51.98489299787006	199.9	1010	0.039200000000000006	0.0005	0.016418236626519096
89000	181.73	51.93820462819252	199.9	1015	0.0376	0.0005	0.01660299367374844
90000	177.28	56.82641639237865	199.9	1022	0.036000000000000004	0.0005	0.01679320534070333
91000	175.75	56.63750965570432	199.9	1028	0.034400000000000014	0.0005	0.01698536607954237
92000	173.02	58.71404942601047	199.9	1034	0.03280000000000001	0.0005	0.017177087267239887
93000	153.38	74.30717058265643	199.9	1049	0.031200000000000006	0.0005	0.017372722294595508
94000	153.35	74.28894601486819	199.9	1054	0.0296	0.0005	0.017558836738268534
95000	153.02	74.11828114574703	199.9	1059	0.027999999999999997	0.0005	0.017753536303838094
96000	150.23	74.93688744536966	199.9	1066	0.026400000000000007	0.0005	0.01793907066186269
97000	158.52	68.60692093367841	199.9	1072	0.024800000000000003	0.0005	0.018126807543966506
98000	160.93	66.15878702031954	199.9	1077	0.023200000000000012	0.0005	0.018324768808152942
99000	159.33	67.05252493381587	199.9	1083	0.021600000000000008	0.0005	0.018516979614893594
100000	159.79	66.11328081406941	199.9	1089	0.02	0.0005	0.018702564040819804
