Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.6875	9.530993849017007	-inf	48	0.982	0.0005	2.2805266910129123e-05
2000	20.905263157894737	9.118025737614506	-inf	95	0.964	0.0005	0.00018122818734910752
3000	21.29	9.804381673517204	22.38	143	0.946	0.0005	0.0003041932980219523
4000	21.37	10.725348479187053	22.38	189	0.9279999999999999	0.0005	0.0004298277033699883
5000	22.41	11.83561996686274	22.41	231	0.91	0.0005	0.0005567049317889743
6000	23.31	11.475796268669114	23.79	274	0.892	0.0005	0.0006834734148449368
7000	24.78	12.528830751510695	24.78	316	0.874	0.0005	0.0008013052410549587
8000	25.6	13.071342700732776	25.66	352	0.856	0.0005	0.0009308638175328573
9000	26.0	12.720062892926277	26.62	386	0.838	0.0005	0.001056987510787116
10000	31.03	18.56849751595427	31.03	412	0.82	0.0005	0.0011779596408208212
11000	31.45	18.45121947189399	31.71	447	0.802	0.0005	0.0013045424885219999
12000	35.03	20.3545842502371	35.03	470	0.784	0.0005	0.0014326408836576674
13000	37.24	21.57874880524819	37.24	495	0.766	0.0005	0.001563113464249505
14000	38.54	24.372287541386015	39.15	513	0.748	0.0005	0.0016864372624291314
15000	43.79	28.25536940123063	43.79	534	0.73	0.0005	0.001814847191174825
16000	47.8	31.703627552694975	48.04	553	0.712	0.0005	0.0019524583551618789
17000	48.92	33.383732565427735	50.48	572	0.694	0.0005	0.0020972933371861775
18000	52.8	35.71974244028083	52.8	589	0.6759999999999999	0.0005	0.0022221263911989
19000	55.95	40.07602150912688	55.95	603	0.6579999999999999	0.0005	0.0023605234093136257
20000	59.37	44.12247839820424	60.14	615	0.6399999999999999	0.0005	0.0024911787774827745
21000	63.33	49.15202030435779	63.33	625	0.622	0.0005	0.002635157373216417
22000	66.28	50.79135359487873	67.16	638	0.604	0.0005	0.0027812207407421534
23000	72.01	53.14066145617686	72.01	648	0.586	0.0005	0.0029343345430162216
24000	73.71	53.593338205415044	73.71	664	0.5680000000000001	0.0005	0.003072823352283902
25000	78.4	56.123079031713864	78.87	673	0.55	0.0005	0.003226066165500217
26000	82.88	57.05300693215039	82.94	682	0.532	0.0005	0.0033641615178849962
27000	88.51	59.30219135917323	88.51	692	0.514	0.0005	0.003509881099065145
28000	93.7	61.09067031879746	93.7	699	0.4959999999999999	0.0005	0.0036597163809670343
29000	99.32	63.19776578329333	99.32	704	0.478	0.0005	0.0038125146759880914
30000	103.55	64.46570793840706	103.55	710	0.45999999999999996	0.0005	0.003959752983517117
31000	108.63	64.93468333641121	108.63	716	0.44199999999999995	0.0005	0.004111937814288669
32000	112.66	63.80802770811835	112.66	723	0.42399999999999993	0.0005	0.004264019595252143
33000	116.12	63.84579547628802	116.62	729	0.4059999999999999	0.0005	0.004419243335723877
34000	121.97	64.20474359422363	121.97	734	0.3879999999999999	0.0005	0.0045686556233300105
35000	126.93	64.68404053551386	126.93	739	0.37	0.0005	0.004717116488350762
36000	131.51	64.59078804287806	131.51	746	0.352	0.0005	0.004873228934076097
37000	138.96	63.202993599987025	138.96	751	0.33399999999999996	0.0005	0.0050171809726291235
38000	145.69	61.57933013601235	145.69	756	0.31599999999999995	0.0005	0.005180861353874206
39000	151.66	58.65444910661083	151.66	761	0.29799999999999993	0.0005	0.005342445042398241
40000	158.88	54.849845943265876	158.88	766	0.2799999999999999	0.0005	0.005499023530218337
41000	162.18	53.69457700736639	162.18	771	0.262	0.0005	0.005652816759215461
