Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
91000	97.75	63.70688738276263	185.05	1318	0.034400000000000014	0.0005	0.014132317966885037
92000	104.53	61.74341341390189	185.05	1325	0.03280000000000001	0.0005	0.014307301971647474
93000	112.31	59.801788434795164	185.05	1330	0.031200000000000006	0.0005	0.014474007884661357
94000	120.88	56.760246652036315	185.05	1337	0.0296	0.0005	0.014646821949217055
95000	129.25	52.77317026671792	185.05	1343	0.027999999999999997	0.0005	0.014814679556422763
96000	137.68	46.63815605274291	185.05	1349	0.026400000000000007	0.0005	0.014986188477940029
97000	143.55	41.59720543498084	185.05	1355	0.024800000000000003	0.0005	0.015165390835867988
98000	146.13	36.99098674001547	185.05	1362	0.023200000000000012	0.0005	0.015337710115644667
99000	144.32	33.570784917841884	185.05	1370	0.021600000000000008	0.0005	0.015504626830418904
100000	141.59	31.783044221723	185.05	1377	0.02	0.0005	0.015680565966500176
