Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
44000	172.53	48.883832705711605	172.53	755	0.20799999999999996	0.0005	0.0061493406693140665
45000	176.21	47.01431590483904	176.21	760	0.18999999999999995	0.0005	0.006309721337424384
46000	180.76	42.99165500419819	180.76	765	0.17199999999999993	0.0005	0.00646695249610477
47000	183.41	39.760557088652575	183.41	770	0.15400000000000003	0.0005	0.006631656686464945
48000	186.53	34.0512716355792	186.53	775	0.136	0.0005	0.0067942182885275945
49000	188.4	33.03028912982749	188.4	780	0.118	0.0005	0.006950986981391907
50000	189.17	32.83871343399433	189.17	785	0.1	0.0005	0.0071242018540700275
51000	191.75	28.16322957332841	191.75	790	0.0984	0.0005	0.0072852116823196415
52000	193.02	23.284750374440346	193.02	795	0.09680000000000001	0.0005	0.007443536520004273
53000	194.84	19.470346684124554	194.84	800	0.0952	0.0005	0.007619816131061978
54000	194.88	19.3149061607868	194.88	805	0.0936	0.0005	0.0077854740619659425
55000	195.79	17.24198074468244	196.07	811	0.092	0.0005	0.007958408064312405
56000	190.15	33.8249538063247	196.07	818	0.09040000000000001	0.0005	0.008139195177290174
57000	191.64	30.76605922116123	196.07	824	0.0888	0.0005	0.008301608694924249
58000	191.35	30.822516120524615	196.07	829	0.0872	0.0005	0.0084699504243003
59000	191.17	30.859052156539097	196.07	834	0.08560000000000001	0.0005	0.00863709588845571
60000	186.03	36.050091539412215	196.07	842	0.084	0.0005	0.008815198606914943
61000	184.58	36.99950810483837	196.07	847	0.0824	0.0005	0.008981477353307937
62000	176.43	46.900800632825025	196.07	856	0.08080000000000001	0.0005	0.009150935345225864
63000	175.02	47.134696349928895	196.07	862	0.0792	0.0005	0.009321071174409654
64000	174.24	46.934021775253825	196.07	867	0.0776	0.0005	0.009485495024257237
65000	173.81	46.783051418221966	196.07	873	0.07600000000000001	0.0005	0.00965341501765781
66000	168.08	51.746435626040956	196.07	881	0.07440000000000001	0.0005	0.009817813833554586
67000	167.14	51.49621733681028	196.07	886	0.0728	0.0005	0.009990068938997057
68000	165.61	51.137832374867045	196.07	892	0.07120000000000001	0.0005	0.010158749885029263
69000	163.02	50.73952699818948	196.07	899	0.06960000000000001	0.0005	0.010325204663806492
70000	158.87	53.145019522058696	196.07	906	0.068	0.0005	0.010490224427647061
71000	158.69	51.58986237624597	196.07	912	0.06640000000000001	0.0005	0.010655241542392307
72000	159.47	49.39158936499209	196.07	919	0.0648	0.0005	0.01081424997912513
73000	157.4	48.69270992664097	196.07	925	0.0632	0.0005	0.010980079637633429
74000	151.72	51.67786373293695	196.07	933	0.06160000000000001	0.0005	0.011156312028566996
75000	153.65	51.07687833061062	196.07	939	0.060000000000000005	0.0005	0.011325080394744873
76000	153.0	50.08333056017741	196.07	946	0.0584	0.0005	0.01148790975411733
77000	156.3	46.88165952694081	196.07	952	0.0568	0.0005	0.011645817690425449
78000	150.98	50.99568217016025	196.07	962	0.0552	0.0005	0.011824816664059956
79000	146.74	51.73656733877886	196.07	969	0.05360000000000001	0.0005	0.011999962329864501
80000	147.71	47.83644949199303	196.07	976	0.052000000000000005	0.0005	0.012164588703049553
81000	144.34	46.62557667203699	196.07	983	0.05040000000000001	0.0005	0.012330815858311124
82000	137.28	50.73836418332779	196.07	994	0.0488	0.0005	0.012498884333504571
83000	127.34	57.02108732740897	196.07	1008	0.0472	0.0005	0.0126743792825275
84000	118.0	59.604362256465755	196.07	1020	0.0456	0.0005	0.012845628261566162
85000	117.88	58.620522003817065	196.07	1028	0.04400000000000001	0.0005	0.0130198821094301
86000	105.26	60.92480939650119	196.07	1042	0.04240000000000001	0.0005	0.013183787266413371
87000	101.47	59.23300684584567	196.07	1050	0.0408	0.0005	0.013348473575380113
88000	87.42	63.117854843142446	196.07	1071	0.039200000000000006	0.0005	0.013518285817570157
89000	72.06	62.481488458582675	196.07	1091	0.0376	0.0005	0.013679704864819845
90000	65.97	62.3227815489649	196.07	1114	0.036000000000000004	0.0005	0.0138523444864485
91000	64.55	63.59141058350569	196.07	1126	0.034400000000000014	0.0005	0.014020391040378147
92000	48.64	54.54548927271622	196.07	1151	0.03280000000000001	0.0005	0.014198032220204672
93000	53.85	56.954784698039205	196.07	1158	0.031200000000000006	0.0005	0.014367661939726935
94000	62.47	61.234051801264954	196.07	1165	0.0296	0.0005	0.014540098243289524
95000	70.45	64.70554458467991	196.07	1171	0.027999999999999997	0.0005	0.014708936081992256
96000	73.84	66.1013948415614	196.07	1177	0.026400000000000007	0.0005	0.014872318042649163
97000	81.9	66.9061282693895	196.07	1184	0.024800000000000003	0.0005	0.01503199193212721
98000	89.55	67.71091123297631	196.07	1190	0.023200000000000012	0.0005	0.015206694934103223
99000	96.34	68.25396984791435	196.07	1196	0.021600000000000008	0.0005	0.015368485185835097
100000	103.86	68.96637151539872	196.07	1201	0.02	0.0005	0.015540256566471523
